
1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,8.0,12.0,12.0,24.0,48.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.331541657447815
3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,16.0,24.0,48.0,72.0,72.0,1.0,1.0,1.0,1.5,1.0,1.5,2.0,2.0,4.0,1.9521434307098389
4.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,32.0,48.0,72.0,108.0,162.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.742006540298462
2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,24.0,36.0,54.0,81.0,121.0,4.0,1.0,4.0,2.0,1.5,1.0,2.0,8.0,8.0,2.041125774383545
1.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,24.0,36.0,54.0,81.0,162.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,4.0,8.0,1.7602827548980713
1.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,16.0,32.0,64.0,128.0,128.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.2962093353271484
3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,24.0,48.0,96.0,128.0,192.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,8.0,2.0010159015655518
1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,24.0,48.0,96.0,128.0,144.0,4.0,4.0,1.0,1.5,2.0,1.0,2.0,4.0,8.0,2.271448850631714
1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,8.0,12.0,18.0,36.0,72.0,1.0,1.0,1.0,1.5,1.5,2.0,8.0,8.0,8.0,1.276535987854004
4.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,24.0,36.0,54.0,81.0,162.0,1.0,4.0,2.0,2.0,1.5,1.5,8.0,2.0,8.0,1.8410359621047974
2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,32.0,48.0,48.0,96.0,96.0,1.0,2.0,2.0,1.5,1.5,1.5,2.0,8.0,4.0,1.866344928741455
1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,8.0,16.0,16.0,32.0,64.0,1.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0,8.0,1.66184401512146
2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,8.0,8.0,12.0,18.0,18.0,1.0,2.0,2.0,1.5,1.5,1.5,4.0,4.0,4.0,1.0529438257217407
2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,16.0,32.0,48.0,72.0,72.0,2.0,4.0,4.0,1.5,2.0,1.0,4.0,2.0,8.0,1.3975484371185303
3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,16.0,32.0,32.0,64.0,64.0,2.0,2.0,1.0,1.5,2.0,1.5,8.0,8.0,2.0,1.8169734477996826
4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,12.0,18.0,27.0,40.0,2.0,4.0,2.0,1.5,1.5,1.0,4.0,4.0,4.0,1.479016661643982
3.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,16.0,16.0,16.0,24.0,24.0,2.0,4.0,4.0,1.5,2.0,1.0,4.0,4.0,2.0,1.59346342086792
3.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,24.0,24.0,24.0,48.0,96.0,4.0,2.0,2.0,1.0,1.5,1.0,8.0,8.0,2.0,1.8568202257156372
3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,24.0,24.0,24.0,36.0,36.0,4.0,1.0,1.0,2.0,1.5,1.5,8.0,8.0,4.0,1.565690517425537
2.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,8.0,12.0,12.0,12.0,24.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,1.3074169158935547
2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,24.0,36.0,36.0,72.0,144.0,2.0,4.0,4.0,2.0,1.0,1.5,8.0,8.0,4.0,1.7742154598236084
4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,32.0,48.0,96.0,128.0,256.0,1.0,2.0,1.0,1.0,1.5,2.0,2.0,4.0,2.0,2.7203996181488037
1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,32.0,48.0,48.0,72.0,72.0,1.0,4.0,1.0,1.5,1.5,1.5,2.0,2.0,4.0,1.7825591564178467
4.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,24.0,48.0,72.0,72.0,144.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,2.78361177444458
3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,32.0,48.0,96.0,128.0,256.0,1.0,2.0,2.0,1.5,1.0,2.0,2.0,2.0,4.0,2.393594741821289
3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,24.0,24.0,36.0,72.0,108.0,4.0,2.0,2.0,1.5,2.0,1.5,8.0,4.0,4.0,1.827101230621338
3.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,8.0,16.0,16.0,24.0,36.0,4.0,1.0,1.0,1.0,1.5,1.5,8.0,2.0,4.0,1.311516284942627
